text	sentiment
username su pagina no deja comprar pasajes. Que error tan frustrante. Como la puedo comprar?  url	N
Iberia retoma vuelos a Puerto Rico.	P
Hola username intento ampliar mi reserva con una facturacion de equipos especiales y desde la app y web no me deja.e...  url	NEU
5° cambio de puerta que Ryanair le hace a mis padres.	N
username username username y username los más listos	N
username username username username username username username username...  url	NEU
Con username	NEU
cuantos rt's para pagarle un viaje a mi novio y pueda verme username	NEU
como es posible que gente medio pelo común consumidor	NEU
username username En Ryanair había hace poco una oferta de vuelos desde Madrid a otras ciudades europeas	NEU
Tened cuidado con username	N
Muchas gracias. Abusando de su amabilidad: sabe Iberia de la existencia del teléfono 11810	P
username username username username username username username No pelearse... el avión si se estrel...  url	N
HolaColombia HolaColombiaHolaColombia ✋✋✋Yooooooo !!!  url	NEU
username username Esto es falso. He chequeado hasta con 1 año de antelación y no es así. Por eso me va ticar viajar por IBERIA.	N
username username username username username username username username...  url	N
username HolaArgentina no gane nada 😥	NEU
Ya está solucionado todo.	P
Japón Directo	N
username ¡Muchísimas gracias! Seguro que lo disfrutamos mucho ❤️ ¡saludos!	P
username Muchísimas gracias por la respuesta	P
Así fue el accidente del vuelo 5022 de Spanair	NEU
Muy bueno: username retira de sus aviones la serie de Louis C. K. tras los escándalos por abuso sexual.  url	P
Con username	N
username Muchas gracias por haberme hecho disfrutar de todos mis viajes con una ida y vuelta segura y de confianza....  url	P
Norwegian reta a Iberia y Air Europa con vuelos a EEUU desde Madrid  url vía username	P
.username	NEU
username username Ahora falta que username e username les de la sorpresa de sus vidas note8abordo	P
username Quizás sea sólo en compañias de prácticas éticas dudosas	N
Que agradables sujetos son esos de Iberia  url	N
username Buenos días	NEU
Gracias a username por esta interesante charla donde los usuarios podrán conocernos un poquito más de cerca...  url	P
username username Cuando el poder opinar y la ignorancia van cogidas de la mano	NEU
La matriz de Iberia y British Airways quiere subirse a bordo de la aerolínea Niki  url	N
username username username username username Por cierto	N
username username Grande León nunca debiste haberte ido de los Ángeles se te extraña 	NEU
username  Llegando a madas desde Un CRJ100 de AirNoustrum operado por iberia  desde SXB  Los invito a que me s...  url	NEU
ÚLTIMA HORA: Oferta Ryanair vuelos a 2 euros  url Vía VuelosA1Euro	NEU
🎶Vuelve a casa vuelve🎶 Por los 🐣🐣Ya tenemos otra vez como reenes de una reivindicación laboral a los ciudadanos. 😠😠...  url	N
username username A parte de los retrasos y cancelaciones continuos que tienen	N
username Piensa en los puntos Iberia Plus y se te pasa.	P
username Hola	N
Ryanair ofrece hasta la medianoche de hoy cien mil billetes desde 5 euros para volar en enero desde Alicante...  url	NEU
Iberia Plus cumple 25 años. Queremos celebrarlo contigo de una manera muy especial. Elige tu número favorito y... ¡...  url	P
fraude Los tripulantes de cabina de Ryanair la denuncian por fraude  url	NEU
Sabes que estás en Ryanair cuando las maletas son más pequeñas que tu dedo meñique.	N
Iberia Plus cumple 25 años. Queremos celebrarlo contigo de una manera muy especial. Elige tu número favorito y... ¡...  url	P
Descubre Shanghai	NEU
username Ya ví que no hace falta amigos. Os he escrito ya.	P
Iberia aumentará el número de vuelos a San Juan - Sin Comillas  url	P
Con username	NEU
username Os he mandado un MD.	N
discoduro:Reconstruyen en video accidente aéreo del Spanair 5022 en el aeropuerto de Barajas  url	NEU
✈️username y ✈️username aumentarán un 25% las plazas  🏖️🏞️ Santander - Madrid 🐻🌳  url  url	P
username Una de las ventajas de ser IberiaPlus....	N
Iberia Plus cumple 25 años. Queremos celebrarlo contigo de una manera muy especial. Elige tu número favorito y... ¡...  url	NEU
username username llevo todo el día y no hay manera que la gente de username muestren un mínimo de empatía y hagan...  url	N
username He dado el código PIR más de 1000 veces y no pueden localizar la maleta. Tengo medicamentos que no estoy to...  url	N
username username Lo peor no es que una empresa se equivoque	N
¡Preparando la maleta en 3	NEU
username que te jodan Ryanair	N
username No se si es rollo Ryanair que hace años que no compro nada a través de ticketmaster pero a mí me pone...  url	NEU
Pasajero de Ryanair escapa a un ala del avión cansado de esperar para salir Mariana Malek  url	N
Que cansinos y pesaos sois username con los delayeeeed!!!	N
Las grandes ofertas en vuelos de Iberia	NEU
username podéis informar de la situación de la huelga prevista para el próximo fin de semana?	NEU
username ¿alguien que responda? O lo de atención 24x7 los 365 días del año es un slogan publicitario?	N
username username Me la dejaste boteando en área chica (?)	NEU
username username Te digo que si no es por los asientos más grandes	P
username Estás fechas son la forma más sencilla	P
username username Me ubiera gustado estar en ese vuelo no solo por los note 8 si no porque colabora con samsung mi marca favorita	N
Iberia vuelve a conectar Nicaragua con Europa  url username  url	P
Madrugón de los buenos	P
username no seria uno de ryanair	NEU
username HolaArgentina  En enero haré el primero de mis viajes con mi marido y mis hijos por Iberia!!   Todas las e...  url	NEU
username Bueno ahora esperemos vuestro plazo de 4 semanas para que contestéis 	N
username Me habéis adelantado el vuelo IB425 Bilbao Madrid de ahora y me avisáis 1 hora antes de la nueva salida. No...  url	N
Irlanda | Pilotos de aerolínea Ryanair iniciaron huelga por mejores remuneraciones salariales...  url	N
username Tenemos vuelo de Nueva York a Madrid el sábado día 6. Hay previsto algún cambio debido a la previsión meteorológica? Muchas Gracias	NEU
Cuando username fusiona vuelos con username ... paciencia. Y retrasos.	N
username Ya lo he hecho. La primera vez que me lo dijisteis.	NEU
username username les da igual	N
username Tengo un vuelo mañana a las 11:30 Florencia-Madrid y no me deja hacer el check-in ni por la app ni por la web	NEU
Puebla: Un pasajero de un vuelo de la compañía Ryanair entre Londres y Málaga	NEU
username.. .¿porqué?...¿porqué?...que decía uno...	N
Ryanair lanza otro destino desde Zaragoza: Nápoles	P
username username SHARE/RT IBERIA COBRAN INSTANTANEAMENTE LAS VENTAS PERO CUANDO TIENEN QUE DEVOLVER DINERO MA...  url	N
Pensar que yo venía en el mismo vuelo de Iberia en que llegó Lillo a Medellín. MARICA	N
username Acabo de llegar de volar en varias. American las butacas duras	P
username está obligado a ganar a La Serena en la última fecha y esperar que San Marcos derrote a Iberia para no descender a 2da división	NEU
username username No se como os arriesgáis a dar eso en un vuelo. Fijaos lo buenos que son...	N
username Viajamos dos adultos y un niño	N
username Vigila no te muerdas tu sola algún día	NEU
Cómo deprime ver publicidad de la nefasta Iberia en la via pública porteña  url	N
Sois una puta vergüenza username con semenjante margen de aviso que cojones vas hacer. username lamentable!!!  url	N
Vuelos de Ryanair a 5€ y... 🙈🙈🙈	P
La buena gente odiamos a Ryanair  url	N
Qué bien volar  con username y en vez de lleida te dejen en bcn en Nochebuena. Te regalan además 30m encerrado en av...  url	N
La huelga de Iberia en El Prat amenaza con aguar la Navidad a miles de pasajeros  url vía username	N
por vuelo cancelado...y 7h hasta el siguiente... pides un solo plato	N
username username Qué cabrones... Supongo que les habrás puesto una reclamación. A ver si consigues algo. Ánimo y mucha suerte!! &lt;3&lt;3&lt;3	N
Lamentable username Dan unos precios en web	N
LABORAL El personal de tierra de Ryanair en España amenaza con ir a la huelga el 30 de diciembre...  url	N
Sigo sin noticias de mi maleta username username tan difícil es hacer seguimiento de mi facturación?	N
Jajajaja jajajaja jjaja como te duele Cristian  url	N
username username Felicidades Aviador!!!😊😙😙😙	P
username ¿con cuanto tiempo de antelación tengo que facturar si no quiero pagar por ello?	NEU
Muy recomendable viajar a esta gran ciudad 🔝  url	NEU
y cual es el mejor tiempo para viajar ya que es largo el viaje  url	P
Con username	P
Ryanair a punto de colapsar | Turama.es  url	P
Qué esperabais de una sucursal low cost de Iberia?   🙂  url	N
Atención si en Navidades viajas con Ryanair porque habrá huelga de personal  url	NEU
username Perdona. Que es dm?	NEU
username debería haber hecho fotos de todas las mochilas que iban en el lugar de las maletas pero entraron antes que...  url	N
username muchas gracias al personal de Business en aeropuerto de Madrid.La ayuda en situación complicada muestra su gran profesionalidad	P
username Me llevasteis el  a Granada. Estuve una semana allí y me baje a Almería. Volvía a Madrid el 13 en tren y po...  url	P
8. Cuando cojo Ryanair (lo odio pero no hay dinero) siempre me cuadra llegar a Madrid a la hora del ALSA Supra y AM...  url	P
Edit: El infierno es volar eternamente en un Ryanair.	N
username username Si lamentáis mucho pero hacéis las cosas mal para ser una empresa tan seria	N
Las empresas Iberia y Nissan	NEU
username TipicoDeNavidad username perdió mi maleta hace 5 días y no saben dónde está. Tengo medicamentos que no...  url	N
username username Enhorabuena por tan MAGNIFICA campaña	P
Acaban de decir en Antena 3 que las 163 pesetas del primer vuelo de Iberia hace 90 años “serían hoy casi un euro” 🤔	N
username incluye en su aplicación móvil el descuento de residentes y de familias numerosas. Os recordamos que para v...  url	NEU
username username username Por cierto... si quieres irte de Europa:	N
username con destino Asturias vuelve a Madrid a causa de los fuertes vientos. username with destination Asturias comi...  url	N
Ryanair	N
username Casi 1 mes más tarde	N
username cuantas maletas puede llevar cada pasajero en business de Chile a madrid	NEU
username Sí contínuamente y es como wtf pero qué te crees que soy yo aquí la dueña de Iberia o qué	N
BUENO YA ESTA! TENGO MIS BILLETES PARA LA JAPAN Y ESTA VEZ NADA DE RYANAIR PORQUE CAWENDIO	N
SCQ - MAD 23/12 aterrizando en Madrid. Unas vistas más que increíbles	P
Son 550.000 bolívares al cambio actual.  url	N
1BuenDeseoPara2018 El retorno de Iberia al profesionalismo VamosIberia OperaciónRetorno El2018serádeIberia	NEU
username Ryanair? Tiene rutas canceladas hasta marzo de 2018.	N
username Hola. Mi vuelo fue cancelado	NEU
username si tengo acreditados mis avios en Iberia pero volados en enero y febrero 2017 no los puedo traspasar a kms lanpass?	NEU
username username username Mis vuelos con Iberia este año se pueden comprabar...concretamente en los dos últim...  url	N
username username  fueron 8 millones que pague en tiquetes ósea que son la única en el mundo que no devuelve dinero y...  url	N
username es de esperar que el departamento de atencion al cliente y reclamaciones no sea atendido por telefono y fal...  url	N
username Coloqué el número como parte del asunto	NEU
pensaba que los hornos crematorios eran después de muerto y no en los aviones de username.... está bien saberlo	N
username Hola Colombia! Holacolombia✋	P
Felicidades Iberia por tantos años de servicio 🛫🛩🛬  url	P
username 	N
gracias iberia	P
Las normas de ryanair son claras	NEU
username username Iberia es muy cara... que lo traigan en Ryanair	N
username username pues q suerte	NEU
Con username	NEU
En el mostrador de username de la t4 se da prioridad al pago de billetes de mascotas que al cambio de billetes de pe...  url	N
Sigo esperando respuesta de atención al cliente de username por el retraso de 48h mi avion en agosto. Iberia...  url	N
